KPIs_met >80%,awards_won?,department,avg_training_score,gender,region,length_of_service,education,age,recruitment_channel,previous_year_rating_bin,no_of_trainings_bin,KMeans_Clusters,is_promoted
0,0,4,49,1,0,12,1,43,2,1,0,0,0
0,0,2,62,1,1,10,0,36,2,1,0,0,0
1,0,1,78,0,1,3,0,27,0,3,1,1,0
1,0,1,85,0,17,2,0,31,0,2,1,1,0
0,0,2,55,1,17,3,1,44,2,4,0,0,0
1,0,3,69,1,0,3,0,32,2,1,0,1,0
0,0,1,81,0,16,9,0,32,2,1,0,1,0
0,0,4,50,0,23,5,1,31,0,4,0,0,0
1,0,4,50,0,32,2,1,38,0,4,0,0,1
1,0,1,88,0,17,4,0,37,0,1,0,1,0
0,0,4,50,0,17,4,1,55,2,3,0,0,0
0,0,2,58,1,0,19,2,50,0,2,0,0,0
1,0,4,55,0,1,3,2,25,0,4,0,0,0
0,0,3,70,0,4,4,1,38,0,3,0,1,0
0,0,4,51,0,13,5,0,39,0,2,0,0,0
1,0,8,84,0,0,9,0,38,2,4,0,1,0
0,0,5,81,0,0,2,3,25,0,2,1,1,0
0,0,8,82,0,3,3,0,29,0,4,0,1,0
0,0,4,49,0,20,8,0,41,2,2,0,0,0
1,0,4,50,0,7,3,0,39,2,4,0,0,0
0,0,5,75,0,0,6,0,47,2,2,0,1,0
0,0,4,53,0,16,1,0,28,2,0,0,0,0
1,0,5,75,1,7,2,1,33,0,3,1,1,0
0,0,4,54,0,0,2,0,29,1,2,0,0,0
0,0,5,78,1,0,1,0,26,2,1,0,1,0
0,0,8,83,0,3,5,1,37,0,1,0,1,0
1,0,3,69,0,9,2,1,31,0,4,0,1,0
0,0,1,86,0,27,4,0,27,0,1,1,1,0
1,0,2,63,1,0,14,0,38,2,2,0,0,0
0,0,2,62,0,23,7,1,35,0,2,0,0,0
1,0,3,67,0,7,4,0,40,2,2,0,1,1
1,0,4,49,0,0,7,0,37,1,4,0,0,0
0,0,4,44,0,18,3,0,27,0,2,1,0,0
0,0,2,62,0,25,8,1,37,2,3,0,0,0
0,0,4,53,0,16,2,0,26,2,3,0,0,0
0,0,2,61,1,1,6,0,32,1,3,0,0,0
0,0,4,47,0,1,7,0,28,0,1,1,0,0
0,0,2,58,1,21,8,1,32,0,2,0,0,0
0,0,4,51,0,1,2,0,42,0,1,0,0,0
1,0,4,48,0,23,14,1,45,2,4,0,0,0
0,0,4,48,0,15,10,1,37,2,1,0,0,0
0,0,2,59,0,1,8,1,50,0,4,0,0,0
0,0,4,53,0,31,7,2,29,2,2,0,0,0
1,0,5,74,1,0,4,0,33,2,1,0,1,0
1,0,5,84,1,3,6,0,28,0,2,1,1,0
0,0,5,82,1,0,6,0,33,0,3,0,1,0
0,1,1,82,0,1,1,2,26,2,0,1,1,1
1,0,2,65,0,30,3,0,32,0,3,0,0,0
0,0,4,52,0,22,6,0,32,2,2,0,0,0
1,0,0,58,1,10,2,0,26,0,3,0,0,0
0,0,4,49,0,0,23,0,55,2,2,0,0,0
0,0,6,47,1,18,8,1,33,2,4,0,0,0
1,0,1,85,0,16,4,0,38,2,4,0,1,0
0,0,4,54,0,16,4,0,29,0,2,1,0,0
1,0,3,68,1,25,3,0,31,0,3,0,1,0
1,0,4,55,0,7,6,0,30,2,4,0,0,0
1,0,8,86,0,3,9,1,33,2,2,0,1,0
1,0,4,49,0,6,3,0,28,2,1,1,0,0
0,0,5,82,0,13,5,0,30,0,3,0,1,0
1,0,2,58,0,3,3,0,27,0,4,0,0,0
0,0,3,72,1,28,7,0,32,2,1,0,1,0
0,0,4,46,0,3,7,0,33,1,3,0,0,0
0,0,5,76,1,17,5,1,33,2,1,0,1,0
0,0,5,81,1,0,2,1,48,2,1,0,1,0
1,0,2,62,1,0,3,0,28,2,1,0,0,0
1,0,2,62,1,7,6,1,41,0,3,0,0,0
1,0,1,88,0,8,4,0,45,2,1,1,1,0
0,0,3,73,1,17,16,2,53,0,2,0,1,0
1,0,2,60,0,23,2,0,41,0,2,0,0,0
0,0,4,51,1,12,3,1,35,2,1,0,0,0
0,0,3,72,1,3,6,1,32,0,2,1,1,0
0,0,4,46,0,23,12,1,51,0,4,0,0,0
0,0,4,49,1,0,4,1,36,2,4,0,0,0
0,0,4,52,0,7,3,1,39,2,3,0,0,0
0,0,5,80,1,3,6,0,31,0,1,0,1,0
0,0,4,49,0,21,17,1,44,2,2,0,0,0
1,0,3,73,1,0,12,0,56,0,3,0,1,0
0,0,4,54,0,29,3,0,26,0,3,0,0,0
1,0,1,82,0,23,3,0,29,2,3,1,1,1
0,0,4,50,0,23,1,0,28,2,0,0,0,0
0,0,5,75,0,26,6,0,31,2,1,0,1,0
0,0,5,81,1,0,4,1,34,2,1,0,1,0
0,0,5,82,0,0,26,1,58,0,2,0,1,0
1,0,3,66,0,0,4,0,34,0,1,0,0,0
1,0,2,60,0,0,2,0,28,0,2,1,0,0
0,0,3,64,1,28,5,0,28,2,1,0,0,0
0,0,6,47,1,0,1,3,23,2,0,0,0,0
0,0,5,80,0,8,5,0,38,2,2,0,1,0
1,0,6,44,1,24,3,0,26,0,4,0,0,1
0,0,2,55,0,31,1,0,26,2,0,0,0,0
1,0,2,90,1,3,8,1,33,2,3,1,1,1
1,0,4,50,0,0,13,0,46,0,2,0,0,0
0,0,1,89,0,13,5,2,28,2,2,0,1,0
1,0,3,66,1,25,8,0,36,0,1,0,0,0
0,0,4,48,0,17,5,0,30,2,1,1,0,0
1,0,2,62,1,25,7,0,34,0,2,0,0,0
0,0,4,48,0,25,5,0,41,2,2,1,0,0
0,0,4,49,0,3,6,0,29,0,3,0,0,0
0,0,2,57,0,20,9,1,36,2,2,0,0,0
1,0,3,73,0,25,9,0,36,0,4,0,1,0
0,1,1,88,1,16,3,0,27,2,1,0,1,0
0,0,4,52,0,0,9,0,36,1,4,0,0,0
0,0,2,62,0,0,17,0,51,2,2,0,0,0
0,0,2,57,0,0,3,0,26,0,1,0,0,0
0,0,4,49,1,1,4,0,33,2,1,1,0,0
0,0,1,89,0,0,4,0,32,0,4,1,1,0
0,0,4,45,0,12,5,0,31,2,2,1,0,0
1,0,2,58,0,1,4,0,32,0,2,0,0,0
0,0,4,52,0,9,16,1,45,0,4,1,0,0
1,0,4,47,0,9,3,0,37,0,2,0,0,0
0,0,4,52,0,17,3,0,29,2,1,0,0,0
1,0,5,79,0,24,2,0,29,2,4,0,1,1
0,0,4,48,0,1,17,1,59,2,1,0,0,0
1,0,2,55,0,0,6,0,32,2,4,1,0,0
1,0,3,69,1,14,4,1,31,0,2,0,1,0
0,0,3,68,0,13,7,0,42,0,2,1,1,0
0,0,2,61,0,3,17,0,45,2,2,0,0,0
0,0,4,47,0,25,6,0,30,2,2,0,0,0
0,0,3,66,0,16,3,1,39,2,3,0,0,0
0,0,5,81,1,13,14,0,44,0,1,0,1,0
0,0,4,50,1,1,3,0,31,2,1,0,0,0
1,0,4,49,0,7,4,1,37,2,3,0,0,0
0,0,4,49,0,16,12,1,38,2,2,0,0,0
0,0,5,76,0,2,2,0,27,2,3,0,1,0
1,0,1,84,0,1,2,2,26,0,4,1,1,0
1,0,0,56,0,23,7,1,32,0,2,0,0,1
0,0,3,68,1,13,6,0,41,2,3,0,1,0
0,0,3,70,1,0,4,0,42,0,1,0,1,0
0,0,2,59,0,3,17,1,51,0,2,0,0,0
0,0,8,85,0,13,8,0,38,2,3,0,1,0
0,0,4,54,0,13,16,0,56,2,1,0,0,0
0,0,1,86,1,0,10,0,35,2,3,0,1,0
0,0,3,75,0,16,8,0,36,0,1,0,1,1
1,0,1,83,0,31,7,0,29,2,4,0,1,0
1,0,0,57,0,0,7,2,38,0,3,0,0,0
1,0,3,67,1,24,3,0,30,0,2,1,1,1
1,0,2,57,1,7,3,1,34,0,4,0,0,0
0,0,6,49,1,0,2,3,23,2,2,0,0,0
1,0,2,62,1,13,10,0,39,2,4,0,0,0
0,0,4,47,0,15,5,0,29,2,1,0,0,0
1,0,0,60,0,1,4,0,31,2,3,1,0,0
0,0,8,86,0,20,5,0,34,0,2,0,1,0
0,0,0,57,0,18,5,0,34,2,2,0,0,0
1,0,4,45,0,24,15,0,42,0,2,0,0,0
0,0,2,61,0,1,6,0,28,2,1,0,0,0
0,0,3,75,1,4,7,1,38,2,1,0,1,0
0,0,4,48,0,7,3,0,39,2,1,0,0,0
0,0,4,52,0,13,3,2,27,0,2,0,0,0
1,0,6,50,0,0,5,0,28,1,4,0,0,0
0,0,4,51,0,18,5,0,29,0,2,1,0,0
1,0,4,51,0,5,9,1,37,0,4,0,0,1
0,0,0,63,1,23,2,0,28,0,3,0,0,0
0,0,4,50,1,9,13,1,42,2,1,0,0,0
0,0,1,86,0,0,9,0,35,0,2,1,1,0
1,0,4,50,0,0,1,2,25,0,0,0,0,0
0,0,4,49,0,11,2,0,29,0,2,0,0,0
0,0,4,65,0,9,6,1,41,0,4,0,0,1
1,0,2,63,1,21,11,1,37,0,3,0,0,0
0,0,7,56,0,1,2,3,26,0,2,1,0,0
1,0,3,67,0,3,14,1,50,2,3,0,1,0
0,0,6,47,1,0,12,0,42,0,3,0,0,0
0,0,3,71,1,24,5,0,28,0,1,0,1,0
1,0,5,74,1,15,3,0,25,2,4,0,1,0
0,0,4,53,0,1,3,0,27,2,1,0,0,0
0,0,5,79,0,0,18,1,54,0,2,2,1,0
0,0,4,52,0,27,10,0,37,2,3,0,0,0
1,0,5,81,1,7,3,1,31,2,1,0,1,0
1,0,2,60,1,0,20,0,48,2,3,0,0,0
0,0,2,62,0,8,7,1,38,2,1,0,0,0
0,0,2,59,0,7,2,1,31,2,1,1,0,0
0,0,4,54,0,7,6,2,44,0,1,0,0,0
0,0,5,79,1,16,4,0,30,2,2,0,1,0
0,0,4,50,0,1,9,0,40,2,3,0,0,0
0,0,2,56,0,7,7,0,32,2,4,0,0,0
1,0,5,81,0,3,3,1,34,2,3,0,1,0
0,0,2,63,1,1,5,0,35,2,2,0,0,0
1,0,7,55,0,2,6,0,33,0,4,0,0,0
1,1,4,45,0,23,4,1,56,0,3,0,0,1
0,0,6,48,0,0,4,0,34,0,2,0,0,0
1,1,1,87,0,31,2,0,33,2,2,0,1,0
0,0,2,61,1,21,3,0,26,0,1,0,0,0
0,0,2,67,0,1,19,0,47,0,2,0,1,0
1,0,5,77,1,2,1,0,27,2,0,0,1,0
0,0,4,46,0,22,3,0,32,2,3,0,0,0
0,0,4,47,1,9,1,1,31,2,2,0,0,0
1,0,2,55,1,1,4,0,31,2,2,1,0,1
0,0,8,83,0,8,5,1,27,0,2,1,1,0
0,0,4,53,0,16,7,0,35,2,3,0,0,0
0,0,1,84,0,1,4,1,29,0,3,0,1,0
1,0,2,61,0,1,8,0,30,2,4,2,0,0
0,0,7,64,0,2,7,0,36,2,2,0,0,0
0,1,3,75,1,0,5,0,29,1,2,0,1,0
0,0,2,55,0,4,3,0,31,0,4,0,0,0
1,0,3,70,0,3,4,1,48,2,4,0,1,0
0,0,4,50,1,4,6,0,29,2,4,0,0,0
0,0,5,78,0,8,5,1,33,2,3,0,1,0
0,0,2,58,1,0,24,0,52,2,3,1,0,0
0,1,4,51,0,18,1,0,24,0,0,1,0,0
0,0,3,69,1,0,9,0,33,0,3,1,1,0
0,0,3,71,0,14,10,1,38,0,1,0,1,0
0,0,6,45,1,1,3,0,26,0,4,0,0,0
0,0,4,54,0,27,2,0,31,0,2,0,0,0
0,0,6,51,1,0,4,0,37,0,2,0,0,0
1,0,3,68,1,14,7,1,44,0,3,0,1,0
0,0,4,52,0,13,11,1,44,2,2,0,0,0
1,0,1,86,0,1,7,0,31,1,2,1,1,1
1,0,1,83,0,1,3,0,26,2,3,0,1,0
0,0,4,52,0,16,4,1,36,0,3,0,0,0
1,0,6,53,0,23,7,0,40,2,3,0,0,0
0,0,4,49,0,4,1,0,28,0,0,0,0,0
0,0,4,48,0,3,7,1,42,2,2,0,0,0
0,0,5,82,1,32,3,0,32,2,2,0,1,0
0,0,2,55,0,0,5,0,30,2,4,1,0,0
0,0,5,82,1,0,7,1,33,0,3,0,1,0
0,0,4,51,0,18,4,0,30,2,1,1,0,0
0,0,5,82,1,0,5,0,31,2,1,0,1,0
0,0,2,59,0,0,14,0,47,0,1,0,0,0
1,0,2,58,1,13,2,0,29,2,2,0,0,0
0,0,4,45,1,0,8,0,35,2,1,0,0,0
0,0,4,44,0,8,6,0,31,2,2,1,0,0
1,0,2,59,1,6,7,0,37,2,2,0,0,0
0,0,4,52,1,18,7,1,36,2,4,0,0,0
0,0,2,56,0,4,3,0,30,2,3,0,0,0
1,0,3,65,1,17,18,1,47,2,4,0,0,0
0,0,1,86,0,23,2,0,27,2,1,0,1,0
0,1,5,80,1,10,1,0,26,2,0,0,1,1
0,0,2,59,0,17,3,1,43,0,1,0,0,0
0,0,4,46,1,3,7,0,32,2,4,0,0,0
0,0,2,57,1,32,5,0,36,0,2,0,0,0
1,0,5,80,0,23,9,0,32,2,4,1,1,0
0,0,3,67,0,8,5,1,32,0,1,0,1,0
0,0,4,45,0,2,2,0,28,0,1,1,0,0
1,0,1,84,0,0,1,2,22,2,0,1,1,0
0,0,4,52,1,7,7,1,38,0,3,0,0,0
1,0,4,50,1,8,2,0,28,2,4,0,0,0
0,0,4,50,0,31,6,0,30,2,1,0,0,0
0,0,2,61,0,0,8,0,38,0,2,0,0,0
1,0,0,63,0,9,7,1,35,0,4,0,0,0
1,0,1,80,0,1,5,2,26,0,4,1,1,0
1,0,5,79,0,22,4,1,38,2,2,0,1,0
0,0,2,55,0,8,8,0,38,2,3,0,0,0
0,0,5,80,0,1,3,0,34,0,1,1,1,0
0,0,5,79,1,8,5,0,34,2,2,0,1,0
0,0,4,48,0,16,2,1,29,0,4,0,0,0
0,0,4,48,0,3,5,0,49,2,1,0,0,0
1,0,2,57,0,7,7,0,40,0,2,0,0,0
1,0,5,79,0,1,2,0,31,2,3,2,1,0
0,0,5,82,1,15,6,0,31,2,2,0,1,0
0,0,4,53,0,8,2,0,25,0,2,0,0,0
1,0,2,60,0,23,2,0,29,2,1,0,0,0
0,0,6,62,1,1,1,3,21,2,0,0,0,1
1,0,4,48,0,0,6,0,31,1,4,1,0,0
0,0,3,69,0,3,8,1,37,2,2,0,1,0
1,0,0,62,0,0,5,1,43,2,4,1,0,0
1,0,2,56,1,0,18,0,52,2,4,1,0,1
0,0,3,68,0,24,1,0,26,2,0,0,1,0
1,0,2,56,1,0,9,2,36,0,4,0,0,0
0,0,3,70,0,8,9,1,32,2,2,0,1,0
0,0,6,43,1,7,2,0,24,2,4,0,0,0
0,0,4,49,1,20,6,0,32,0,1,1,0,0
0,0,2,57,0,27,4,0,31,2,3,0,0,0
0,0,4,52,1,0,10,1,33,2,1,0,0,0
1,1,1,87,0,7,6,1,49,2,2,0,1,0
0,0,2,60,1,3,11,1,40,2,4,0,0,0
1,0,2,63,0,6,4,0,36,0,2,0,0,0
1,0,3,70,1,18,7,0,36,2,3,0,1,0
0,0,6,44,0,7,4,0,39,0,3,0,0,0
0,0,2,59,0,17,3,0,51,2,2,0,0,0
1,0,3,64,1,1,2,0,26,0,2,0,0,1
0,0,4,46,1,3,2,1,37,0,2,0,0,0
0,0,4,49,0,31,3,1,34,0,1,0,0,0
0,0,7,56,0,0,1,3,25,2,0,0,0,0
1,0,2,58,1,1,2,1,49,2,2,0,0,0
0,0,0,70,0,12,7,1,34,2,3,0,1,1
0,0,3,66,1,7,4,1,34,0,2,0,0,0
1,0,3,67,1,24,5,2,29,2,4,0,1,0
0,0,3,73,0,1,2,0,25,2,3,0,1,0
1,0,5,77,0,0,1,3,24,0,0,0,1,1
0,0,2,59,1,3,14,0,44,0,2,0,0,0
0,0,4,48,0,30,4,1,40,2,1,0,0,0
1,0,4,87,0,16,1,0,30,0,0,0,1,1
0,0,4,51,0,7,10,1,41,0,3,0,0,0
0,0,3,74,1,0,11,0,44,0,1,0,1,0
0,0,8,78,0,1,7,1,36,0,3,0,1,0
0,0,1,75,0,31,7,0,30,0,2,1,1,0
0,0,2,60,0,7,10,0,38,0,4,0,0,0
1,0,2,62,1,17,8,0,37,2,4,0,0,0
0,0,3,70,1,1,10,1,40,0,1,0,1,0
0,0,2,61,0,2,1,0,28,0,0,0,0,0
0,0,1,86,0,1,3,0,27,2,4,1,1,0
0,0,4,51,0,19,3,0,26,0,2,1,0,0
1,0,4,50,0,22,12,1,38,2,2,1,0,0
0,0,5,78,0,0,15,1,43,2,3,0,1,0
0,0,2,62,1,13,5,0,33,2,3,0,0,0
1,0,1,88,0,0,3,1,45,2,2,0,1,0
1,0,3,62,1,0,4,0,34,2,2,1,0,0
0,0,3,68,0,24,1,2,28,2,0,0,1,0
0,0,2,61,0,17,10,0,35,2,4,1,0,0
1,0,4,52,0,18,4,0,30,2,2,0,0,0
0,0,5,74,1,0,2,0,56,0,3,0,1,0
1,0,2,56,0,3,4,0,34,0,4,0,0,0
0,0,4,51,0,0,6,0,28,2,1,0,0,0
0,0,5,79,0,7,5,0,30,0,1,0,1,0
1,0,2,61,1,16,6,0,28,0,4,0,0,0
0,0,2,56,0,0,6,2,38,0,4,0,0,0
1,0,5,80,0,0,12,2,40,2,4,0,1,1
0,0,2,59,0,0,7,0,34,1,4,0,0,0
1,0,3,69,0,0,2,0,24,0,3,0,1,0
0,0,0,60,1,1,8,1,33,2,2,0,0,0
0,0,4,52,1,0,1,0,23,2,0,0,0,0
0,0,4,53,0,8,4,0,26,2,2,0,0,0
0,0,4,50,0,25,2,0,23,2,1,0,0,0
0,0,5,77,0,3,4,0,34,0,2,0,1,0
0,0,2,74,1,28,4,0,30,2,4,0,1,1
1,0,4,47,0,7,11,0,53,2,4,0,0,0
0,0,3,65,0,24,4,0,33,0,2,0,0,0
1,0,2,57,0,17,7,0,33,2,4,1,0,1
1,0,4,46,0,1,7,1,38,0,4,1,0,0
0,0,4,52,0,7,4,1,38,2,2,0,0,0
1,0,3,73,1,1,3,0,33,2,2,0,1,0
1,0,5,76,0,0,20,1,50,2,2,0,1,1
1,0,2,62,1,10,3,0,27,0,1,0,0,0
0,0,1,87,0,23,5,1,47,2,4,1,1,0
1,0,4,49,0,22,6,0,31,0,4,0,0,1
0,0,8,86,0,13,3,0,26,0,4,1,1,0
0,0,2,61,1,24,6,0,31,0,3,0,0,0
0,0,2,63,1,0,10,0,38,2,2,0,0,0
1,0,0,59,0,0,1,0,28,2,0,0,0,0
0,0,5,76,1,0,6,1,44,2,1,1,1,0
1,0,3,69,0,4,3,0,26,2,1,1,1,0
1,1,2,58,0,29,7,0,33,2,2,0,0,0
0,0,4,45,0,24,14,0,44,0,2,0,0,0
0,0,4,50,0,1,4,1,35,0,2,0,0,0
0,0,5,75,1,0,10,0,41,0,2,0,1,0
0,0,1,83,0,3,6,2,28,2,2,0,1,0
1,0,6,49,1,0,4,0,33,0,3,0,0,0
0,0,4,49,1,6,2,1,32,0,1,0,0,0
0,0,5,78,1,3,4,0,33,2,1,0,1,0
1,0,2,53,1,10,4,0,35,0,2,0,0,0
0,0,2,60,1,10,9,0,37,2,1,0,0,0
0,0,3,68,0,1,10,0,35,0,2,0,1,0
0,0,5,78,1,17,2,0,29,0,1,0,1,0
1,1,4,44,1,1,3,0,25,0,3,0,0,0
1,0,1,84,0,20,2,0,28,0,2,1,1,0
1,0,4,51,0,0,9,1,42,0,2,0,0,1
0,0,4,49,0,23,3,0,41,2,2,0,0,0
1,0,4,47,0,0,4,1,36,2,4,1,0,0
0,0,5,78,0,0,3,3,24,1,3,0,1,0
0,0,2,57,0,1,6,0,38,2,2,1,0,0
0,0,0,63,0,26,6,0,29,2,2,1,0,0
1,0,2,58,0,29,6,0,40,2,3,0,0,0
1,0,4,52,0,0,9,1,42,2,2,0,0,0
0,0,5,84,0,3,1,0,24,2,0,0,1,0
1,0,0,59,0,7,5,1,32,0,2,0,0,0
1,0,3,68,1,24,2,0,42,2,3,0,1,0
1,0,8,86,0,1,4,1,32,2,4,0,1,1
0,0,3,68,0,7,4,1,53,2,3,2,1,0
0,0,2,63,1,1,3,0,35,2,4,0,0,0
1,0,2,62,0,1,5,1,37,0,3,1,0,0
0,0,4,50,0,13,9,0,38,0,2,1,0,0
0,0,0,56,0,0,2,3,22,2,2,1,0,0
0,0,4,47,0,0,15,1,58,2,1,1,0,0
1,1,3,72,1,3,7,0,41,0,3,0,1,0
0,0,0,58,0,0,5,1,40,0,2,0,0,0
0,0,4,57,0,1,1,1,20,2,0,0,0,0
0,0,2,58,1,0,12,0,43,2,3,0,0,0
0,0,2,57,0,0,3,0,37,2,2,0,0,0
1,0,2,58,1,1,6,0,34,2,4,0,0,0
0,0,4,50,0,29,3,0,36,2,1,0,0,0
0,1,2,58,0,1,6,0,25,0,2,1,0,0
0,0,3,72,0,28,5,1,32,2,2,0,1,0
0,0,2,62,0,31,3,0,27,2,1,0,0,0
0,0,1,85,0,0,3,0,36,2,2,0,1,0
0,0,4,52,1,32,7,0,32,2,1,0,0,0
1,0,1,81,0,24,7,0,34,2,4,0,1,0
0,0,3,68,1,24,19,1,50,2,4,0,1,0
0,0,4,46,0,9,1,2,29,2,4,0,0,0
0,0,4,49,1,3,4,0,30,0,4,0,0,0
0,0,4,47,0,0,3,2,38,2,1,0,0,0
1,0,5,78,1,3,2,1,45,0,2,1,1,1
0,0,4,54,0,3,4,0,50,0,2,0,0,0
0,0,3,73,1,0,7,0,51,0,2,1,1,0
1,0,6,47,1,0,1,3,21,2,0,0,0,0
0,0,4,54,0,0,2,0,25,2,4,0,0,0
1,0,4,52,0,23,7,1,39,0,4,0,0,0
0,0,4,49,0,2,7,0,41,2,1,1,0,0
1,0,1,84,0,5,4,1,35,0,4,0,1,0
0,0,5,77,1,17,6,0,30,2,3,0,1,0
0,0,1,86,0,28,1,0,24,2,0,0,1,0
0,0,4,48,0,14,9,1,41,0,2,0,0,0
0,0,7,61,0,13,10,0,41,0,2,0,0,0
0,0,4,47,0,0,8,1,34,2,2,0,0,0
1,0,4,46,0,24,7,1,35,2,1,0,0,0
0,0,4,48,0,16,6,0,44,0,3,0,0,0
0,0,3,71,0,0,6,0,55,0,2,1,1,0
1,0,2,58,1,0,13,1,54,2,3,0,0,0
0,0,0,60,0,0,7,1,40,0,3,0,0,0
0,0,2,62,0,13,3,0,51,0,2,0,0,0
1,0,1,87,0,3,3,0,42,0,4,1,1,0
0,0,2,63,0,29,8,0,37,2,2,0,0,0
0,0,1,79,0,26,3,0,29,0,4,0,1,0
0,0,2,59,0,1,4,0,31,2,4,1,0,0
0,0,0,58,0,0,13,1,45,2,2,1,0,0
0,0,4,50,0,28,4,0,30,2,1,0,0,0
1,0,4,53,0,8,8,2,37,2,4,0,0,0
1,0,2,62,0,7,2,1,36,2,3,0,0,0
0,0,8,82,0,8,10,0,38,2,2,0,1,0
0,0,4,49,1,3,15,1,42,2,2,0,0,0
0,0,1,82,0,12,4,1,36,2,2,0,1,0
0,0,3,71,0,11,3,0,31,2,2,0,1,0
0,0,1,86,0,0,1,0,25,2,0,1,1,0
0,0,0,53,1,17,5,0,30,0,3,0,0,0
1,0,1,83,0,2,8,1,35,2,3,1,1,0
0,0,4,51,0,25,5,0,29,0,3,0,0,0
0,0,3,73,0,0,12,0,45,0,2,0,1,0
1,0,2,57,0,1,3,1,43,0,3,0,0,0
0,0,8,84,0,23,16,1,45,2,1,0,1,0
1,1,4,48,0,7,5,0,35,0,4,0,0,0
0,0,2,58,1,23,9,0,34,2,4,1,0,0
0,0,2,65,1,13,4,1,34,0,2,0,0,0
1,0,1,80,0,2,5,0,30,2,4,0,1,0
0,0,4,53,0,19,9,1,34,0,2,0,0,0
0,0,4,50,1,8,4,0,28,2,2,0,0,0
0,0,4,51,0,1,6,0,38,0,4,0,0,0
0,1,2,60,1,1,5,0,38,2,3,1,0,0
1,0,4,49,0,7,3,0,34,0,4,0,0,0
0,0,4,53,0,5,7,1,33,0,1,1,0,0
1,0,4,52,1,0,10,1,34,0,4,0,0,0
0,0,4,50,1,20,2,0,31,2,2,0,0,0
0,0,5,82,0,4,2,0,28,2,2,0,1,0
0,0,4,45,0,15,6,1,33,2,2,0,0,0
1,0,5,76,0,7,4,0,28,2,2,0,1,0
0,0,2,61,0,2,8,1,44,2,2,0,0,0
0,0,2,58,0,0,3,0,35,0,1,0,0,0
1,0,2,56,1,7,8,0,29,2,4,0,0,0
1,0,1,89,0,22,6,0,32,0,4,0,1,0
1,0,3,72,1,14,10,0,32,2,4,0,1,0
0,0,6,48,0,0,7,0,51,2,4,0,0,0
0,0,4,52,0,25,10,0,44,0,3,0,0,0
1,0,1,83,1,0,4,1,32,2,4,0,1,1
0,0,5,82,1,0,10,0,41,2,3,0,1,0
1,0,4,48,0,7,14,1,59,0,3,0,0,1
0,0,4,46,0,9,4,1,36,2,3,0,0,0
0,0,1,88,0,22,5,0,28,2,3,0,1,0
1,0,2,62,0,13,7,0,33,0,2,1,0,0
0,0,2,60,0,1,4,0,28,2,1,1,0,0
0,0,4,51,0,19,4,1,28,0,2,0,0,0
1,0,1,86,0,17,6,0,29,0,4,0,1,0
0,0,5,82,1,13,5,0,32,2,1,0,1,0
0,0,3,68,0,2,10,1,38,0,3,0,1,0
1,0,1,83,0,1,1,0,27,2,1,0,1,0
1,0,4,51,0,0,9,1,36,2,3,0,0,0
1,0,6,46,1,31,8,1,33,0,2,0,0,0
1,0,0,53,1,23,7,1,34,2,4,0,0,0
1,0,2,61,1,12,10,0,34,0,3,0,0,0
0,0,4,51,0,7,7,1,35,0,3,1,0,0
0,0,2,62,1,0,31,1,59,0,2,1,0,0
0,0,4,54,1,1,7,1,37,2,1,0,0,0
0,0,4,49,0,17,8,0,38,2,1,1,0,0
1,0,5,79,1,15,5,1,38,2,3,0,1,0
1,0,2,61,0,4,1,0,28,0,0,1,0,0
0,0,4,52,0,31,8,0,35,2,2,0,0,0
0,0,4,48,0,12,9,0,37,0,1,0,0,0
1,0,2,61,0,31,8,0,34,0,2,0,0,0
0,0,6,51,1,0,1,3,20,2,2,0,0,0
0,0,4,48,0,1,1,0,27,0,0,1,0,0
0,0,4,49,0,8,6,1,43,2,4,0,0,0
1,0,2,64,1,17,4,0,30,2,4,0,0,0
1,0,4,54,0,29,4,0,36,0,2,0,0,0
1,0,1,85,0,3,6,1,48,2,4,1,1,0
0,0,4,50,1,2,4,1,33,2,1,0,0,0
0,0,5,80,0,15,6,1,45,2,2,0,1,0
1,0,4,48,1,14,6,1,31,2,4,0,0,0
0,0,5,81,1,7,7,1,32,2,2,0,1,0
1,0,4,52,1,3,6,0,32,0,4,0,0,0
0,0,2,60,1,17,3,2,37,0,4,0,0,0
0,0,4,42,0,0,10,0,38,0,2,0,0,0
1,0,5,79,1,16,6,0,30,2,4,0,1,0
1,0,3,74,0,0,1,0,27,2,1,0,1,0
1,0,2,58,1,1,7,1,34,1,3,0,0,0
0,0,5,82,1,13,10,0,38,2,2,0,1,0
0,0,5,79,1,7,4,0,33,0,1,1,1,0
1,0,5,81,0,0,19,1,48,2,3,0,1,0
1,0,1,86,1,1,8,0,36,2,4,0,1,0
0,0,3,71,0,1,13,1,39,2,1,0,1,0
1,0,4,47,0,1,6,1,32,0,2,0,0,0
1,0,6,47,1,2,3,1,32,2,4,0,0,0
0,0,4,52,0,1,6,1,46,0,1,1,0,0
0,0,2,63,0,2,7,0,38,0,2,0,0,0
1,0,4,49,0,0,2,1,38,0,3,0,0,1
0,0,4,47,0,0,2,2,24,0,1,1,0,0
0,0,4,49,0,7,13,2,40,0,1,1,0,0
1,0,6,51,1,23,1,0,29,0,4,0,0,0
0,0,3,66,0,12,4,1,36,0,1,0,0,0
0,0,7,59,0,1,1,0,28,0,0,1,0,0
0,0,2,57,1,0,4,1,39,2,4,1,0,0
